"category_1","category_2","category_3","description"
"6","0","0","Sacramento. Bernadette (Kathy Baker) foi casada 6 vezes e hoje vive sozinha. Jocelyn (Maria Bello) jamais se casou e está em depressão devido à morte de Pridey, seu cachorro. Sylvia (Amy Brenneman) é casada com Daniel (Jimmy Smits) e tem 3 filhos, mas sua vida está abalada pelo fato de que o marido está apaixonado por outra mulher. Allegra (Maggie Grace), filha de Sylvia e Daniel, é uma jovem gay que decide voltar para casa para servir de suporte à mãe, devido aos problemas em seu casamento. Prudie (Emily Blunt) é uma jovem professora de francês de colegial, que casou-se recentemente com Dean (Marc Blucas) e teve que cancelar uma aguardada viagem para Paris devido a um problema nos negócios. Grigg (Hugh Dancy) é um técnico nerd, que gosta de participar de convenções de ficção científica. Um dia Bernadette sugere a criação do clube do livro 'Sempre Austen o Tempo Todo', dedicado aos livros da escritora Jane Austen, alegando que ela é perfeita para curar os males do mundo. Jocelyn, Allegra, Prudie, Sylvia e Grigg aceitam fazer parte dele, o que faz com que todo mês o grupo se reúna para discutir um dos livros da escritora. Com o tempo eles se abrem sobre suas vidas, percebendo as mudanças neles ocorridas."
"6","0","0","Frances (Greta Gerwig) divide um apartamento em Nova York com Sophie (Mickey Sumner), sua melhor amiga. Brincalhona e com ar de quem não deseja crescer, ela recusa o convite do namorado para que more com ele justamente para não deixar Sophie sozinha. Entretanto, a amiga não toma a mesma atitude quando surge a oportunidade de se mudar para um apartamento melhor localizado, mesmo que isto signifique que ela e Frances passem a morar em locais diferentes. A partir de então tem início a peregrinação de Frances em busca de um novo lugar que se adeque às suas finanças, já que ela é apenas aluna em uma companhia de dança à espera de uma chance de integrar o grupo de bailarinos que encenará o espetáculo de Natal. Mesmo diante das dificuldades, Frances tenta manter o alto astral diante os problemas que a vida adulta traz."
"2","9","0","O primeiro longa-metragem da fadinha mais famosa da Disney,Tinker Bell ou Sininho, saída da história de Peter Pan. Tinker Bell nasceu no dia da preparação da primavera e da mudança de uma estação para outra, por isso ela tem o poder de fazer as estações começarem. Ela e suas amigas também fadas cuidam da natureza no reino mágico e conseguem, depois de uma longa aventura, realizar a tão esperada primavera com a ajuda de objetos perdidos da Terra do Nunca."
"11","1","0","Não existe um só universo, existem muitos. Foi criada uma tecnologia para viajar através destes universos, mas a viagem é muito restrita e controlada. Da mesma forma existem várias versões de cada pessoa, cada uma habitando no tempo presente um destes mundos paralelos. O equilíbrio neste sistema sempre foi mantido, mas Gabriel Yulaw (Jet Li) quer destruí-lo para que possa se tornar o Único e absorver a força de suas versões pelos diversos universos. Após matar 123 das suas versões e ter feito um número igual de viagens não-autorizadas para universos com o uso ilegal da passagem quântica, Yulaw foi condenado à prisão perpétua, sem possibilidade de retorno, na Colônia Penal Stygian, no Universo Hades. Antes de ser mandado Yulaw declara que 'matou a si mesmo' 123 vezes, pois colocou a energia que estava espalhada em vários universos em um único invólucro, o que o tornou mais rápido, forte e inteligente. Porém graças à ajuda de uma cúmplice Gabriel escapa, mas Harry Roedecker (Delroy Lindo), um agente que segue as regras, e o agente Evan Funsch (Jason Statham), um novato que gosta de quebrar os regulamentos, decidem perseguir Yulaw através dos universos."
"1","11","0","Num futuro próximo, o combustível que alimenta os motores dos carros é também motivo para crimes perpretados por violentas gangues. Max é um jovem policial e junto com seus companheiros patrulha as estradas a fim de impedir a ação daqueles que insistem em perturbar a paz. A morte de um membro pelas mãos de Max dá início a uma série de crimes cruéis cometidos contra sua família e o melhor amigo. Assim, Max só tem uma escolha: vingança."
"7","0","0","1993. Arrogante e inflexível, Gustavo Franco (Emílio Orciollo Neto) é um crítico feroz da política econômica adotada pelo governo brasileiro nos últimos anos, que resultou em um cenário de hiperinflação. Opositor de políticas de cunho social, ele é adepto de um choque fiscal de forma que seja criada uma moeda forte, que devolva a dignidade aos cidadãos. Quando o presidente Itamar Franco (Bemvindo Siqueira) nomeia Fernando Henrique Cardoso (Norival Rizzo) como o novo Ministro da Fazenda, Gustavo é convidado a integrar uma verdadeira força-tarefa, cujo objetivo é criar um novo plano econômico.Classificação indicativa a definir por http://www.culturadigital.br/classind"
"5","0","0","Annie (Geraldine Chaplin), Jean (Guy Bedos), Claude (Claude Rich), Albert (Pierre Richard) e Jeanne (Jane Fonda) são melhores amigos há mais de quatro décadas. Enquanto os dois primeiros e os dois últimos são casados, o do meio é um tremendo solteirão convicto, que não se cansa de aproveitar a vida. Quando a saúde deles começa a piorar e o asilo se apresenta como solução para um deles, surge a ideia de todos morarem juntos. Mas a novidade acaba trazendo a reboque algumas antigas experiências, que irão provocar novas consequências na vida de cada um."
"1","5","13","Martin Riggs (Mel Gibson) e Roger Murtaugh (Danny Glover) são dois policiais que trabalham juntos para combater um traficante de drogas. A dupla é encarregada de proteger Leo Getz, uma testemunha que admite estar fazendo negócios com os sul-africanos. Eles descobrem que um membro do corpo diplomático da África do Sul está usando sua imunidade para poder cometer seus crimes."
"7","10","15","Em 1794, um explorador no Ártico ao tentar abrir caminho através do gelo encontra Victor Frankenstein (Kenneth Branagh). Logo depois os cães decidem atacar uma criatura (Robert De Niro), que os mata rapidamente. Assim, Victor decide contar-lhe, como tudo começou, quando ele foi estudar medicina em Ingolstadt, deixando para trás sua noiva e levando consigo uma única obsessão: vencer a morte. Na faculdade, ao discordar de um renomado mestre, acaba chamando a atenção de outro, que revela seus experimentos em reanimar tecidos mortos. No entanto, este pesquisador assassinado e o culpado pelo crime enforcado, então Victor decide colocar o genial cérebro do mestre no vigoroso corpo do assassino, mas as conseqüências de tal ato seriam inimagináveis."
"1","0","0","Jack Reacher (Tom Cruise) retorna à base militar onde serviu na Virgínia, onde pretende levar uma major local, Susan Turner (Cobie Smulders), para jantar. Só que, logo ao chegar, descobre que ela está presa, acusada de ter vazado informações confidenciais do exército. Estranhando a situação, Reacher resolve iniciar uma investigação por conta própria e logo descobre que o caso é bem mais pessoal do que imaginava."
"1","7","9","Dre Parker (Jaden Smith) se mudou com a mãe (Taraji P. Henson) para Pequim, devido ao trabalho dela. Logo ao chegar ele se interessa por Meiying (Han Wenwen), uma garota que conhece praticando violino na praça. A aproximação deles provoca a irritação de Cheng (Zhenwei Wang), que lhe dá uma surra usando a técnica do kung fu. A partir de então a vida de Dre se torna um inferno, já que passa a ser perseguido na escola por Cheng e seus colegas. Um dia, ao escapar deles, Dre é auxiliado pelo sr. Han (Jackie Chan), o zelador de seu prédio, que é também um mestre de kung fu."
"6","0","0","Por razões políticas o poeta Pablo Neruda (Philippe Noiret) se exila em uma ilha na Itália. Lá um desempregado (Massimo Troisi) quase analfabetoé contratado como carteiro extra, encarregado de cuidar da correspondência do poeta, e gradativamente entre os dois se forma uma sólida amizade."
"15","0","0","Clay (Jared Padalecki) vai à misteriosa floresta de Crystal Lake, em busca de sua irmã desaparecida. Lá ele encontra restos de velhas cabanas, aparentemente abandonadas. Apesar de ser avisado pelos oficiais e habitantes locais, ele resolve explorar o local juntamente com uma jovem, que está em um grupo que se formou para passar um final de semana de aventuras. O que eles não esperavam era encontrar Jason Voorhess (Derek Mears), o assassino da máscara de hóquei."
"7","0","0","Verônica (Andréa Beltrão) é uma professora da rede municipal d Rio de Janeiro. Em seu trabalho ela precisa enfrentar assaltos, tráfico de drogas, roubo de equipamento escolar e homicídios. Após trabalhar na função por 20 anos, ela está esgotada e sem paciência. Um dia, ao sair do colégio em que trabalha, ela nota que ninguém veio buscar Leandro (Matheus de Sá), de 8 anos. Verônica decide levá-lo até sua casa, na favela, mas ao chegar descobre que traficantes mataram os pais de Leandro e agora estão atrás dele. Ela decide levá-lo consigo, buscando ajuda para escondê-lo."
"14","5","7","O escritor iniciantte Brian (Anton Yelchin) conhece Arielle (Bérénice Marlohe), que é a esposa de um diplomata francês. Eles se sentem atraídos e passam a se encontrar. Mesmo com diversos obstáculos, como Arielle ser casada e mãe de dois filhos e Brian vir de uma tradicional família conservadora, eles se apaixonam profundamente e precisam tomar uma decisão em relação ao futuro de suas vidas."
"2","3","10","Na luta para defender Atena e colocá-la em seu lugar de direito, os Cavaleiros de Bronze lutam para superar o Mestre do Santuário e os poderosos Cavaleiros de Ouro, guardiões das 12 casas. Inicialmente chamado de 'Saint Seiya - Knights of the Zodiac', o filme é uma adaptação para os cinemas da saga 'Cavaleiros do Zodíaco'."
"7","0","0","Billy Flynn (Jon Voight) é um ex-lutador de boxe que agora trabalha como adestrador de cavalos em Hialeah. Ele ganha um salário baixo, mas o suficiente para manter a si próprio e seu filho T.J. (Rick Schroder), o qual ganhou a custódia de sua ex-esposa Annie (Faye Dunaway) há sete anos atrás. Visando ter um futuro melhor para o garoto, Billy aceita a oferta de retornar aos ringues."
"3","6","0","Stallone (Ariel Goldenberg), Aninha (Rita Pook) e Márcio (Breno Viola) eram grandes amigos e viviam juntos em um instituto para portadores da síndrome de Down, ao lado de vários outros colegas. Um belo dia, surge a ideia de sair dali para realizar o sonho individual de cada um e inspirados pelos inúmeros filmes que já tinham assistido na videoteca local, eles roubam o carro do jardineiro (Lima Duarte) e fogem de lá. A imprensa começa a cobrir o caso e a polícia não gostou nem um pouco dessa 'brincadeira'. Para resolver o problema, coloca dois policiais trapalhões no encalço dos jovens, que só querem realizar os seus sonhos e estão dispostos a viver essa grande aventura, que vai ser revelar repleta de momentos inesquecíveis."
"15","7","14","Apaixonada pelo misterioso Sir Thomas Sharpe (Tom Hiddleston), a escritora Edith Cushing (Mia Wasikowska) muda-se para sua sombria mansão no alto de uma colina. Habitada também por sua fria cunhada Lucille Sharpe (Jessica Chastain), a casa tem uma história macabra e a forte presença de seres de outro mundo não demora a abalar a sanidade de Edith."
"5","0","0","Johnny English (Rowan Atkinson), o principal espião do MI7, passou a usar suas habilidades em uma remota região da Ásia. Quando seus superiores tomam conhecimento do plano  de um atentado contra o premier chinês eles resolvem entrar em contato com English, para que possa agir no caso. É sua grande chance de redenção, devido a um erro cometido no passado. Desta forma, English usa seus aparelhos de alta tecnologia para desmascarar uma conspiração antes da realização de uma conferência de chefes de estado, prevista para daqui a poucos dias."
"5","14","0","Rachel (Ginnifer Goodwin) vai fazer 30 anos e é toda certinha, mas durante uma comemoração bebe além da conta e acaba transando com Dex (Colin Egglesfield), um amigo da faculdade. O problema é que ele é o noivo de sua melhor amiga, Darcy (Kate Hudson), de quem ela será madrinha de casamento."
"5","0","0","Alice (Ingrid Guimarães) já passou dos 30, é casada com João (Bruno Garcia), tem um filho e é uma executiva bem sucedida. Na verdade, ela é uma típica workaholic, que tenta se equilibrar entre a rotina de trabalho e a família, mas perde o emprego e o marido no mesmo dia. É quando ela passa a contar com a ajuda da vizinha Marcela (Maria Paula), que mostra que é possível ser uma profissional de sucesso sem deixar os prazeres da vida de lado. Para isso, Alice vira sócia da nova amiga em um sex shop falido e descobre os prazeres dos sex toys."
"2","3","9","A jornada do iguanodonte Aladar para encontrar outros seres de sua espécie. Devido a uma série de acontecimentos, o ovo em que nasceu foi separado de sua raça e Aladar precisa agora encontrá-los em meio uma chuva de meteoros flamejantes e cada vez maior escassez de água."
"0","0","0","Um homem (Clint Eastwood) chega numa pequena cidade no Arizona e após ser provocado mata três pistoleiros. O problema é que um deles tinha sido contratado pelos moradores para defendê-los de bandidos violentos que em breve chegarão ao local. Ele decide então aceitar a oferta de ajudá-los, mas somente diante de algumas condições, como pintar toda a cidade de vermelho e rebatizá-la de Inferno."
"7","4","0","Capiapó, Chile. Um desmoronamento faz com que a única entrada e saída de uma mina seja lacrada, prendendo 33 mineradores a mais de 700 metros abaixo do nível do mar. Eles ficam em um lugar chamado refúgio e, liderados por Mario Sepúlveda (Antonio Banderas), precisam racionar o alimento disponível. Paralelamente, o Ministro da Energia Laurence Golborne (Rodrigo Santoro) faz o possível para conseguir que os mineiros sejam resgatados, enfrentando dificuldades técnicas e o próprio tempo."
"0","0","0","Cinco amigos casados dividem um loft para manterem relacionamentos extraconjugais. A relação entre os homens, no entanto, entra em conflito quando encontram o corpo de uma mulher desconhecida na propriedade."
"15","0","0","Carly (Elisha Cuthbert), Paige (Paris Hilton), Wade (Jared Padalecki), Nick (Chad Michael Murray) e mais dois amigos decidem viajar de carro para o maior campeonato universitário de futebol americano a ser realizado no ano. Durante a viagem eles decidem acampar à noite, planejando seguir adiante pela manhã. Um acidente com um motorista de caminhão assusta o grupo, que no dia seguinte descobre que o carro em que estavam foi danificado. Sem saída, eles aceitam uma carona até Ambrose, a cidade mais perto do local. Ao chegar chama a atenção do grupo a Casa de Cera de Trudy, a principal atração de Ambrose, que possui várias estátuas de cera bastante parecidas com pessoas de verdade. Porém o que eles não sabem é o motivo pelo qual as estátuas parecem tão reais."
"7","0","0","Durante a Guerra Civil, uma mãe com 4 filhas passa por graves problemas finaceiros, enquanto o marido está na frente de batalha. A mais intelectualizada das irmãs, que sonha ser escritora, é cortejada por um rico vizinho, mas quando este se declara ela o rejeita e vai morar em Nova York, onde se envolve com um professor. Mas quando chega a notícia de que o estado de saúde de uma de suas irmãs piorou consideravelmente, ela retorna para casa."
"3","1","0","1957. Indiana Jones (Harrison Ford) e seu ajudante Mac (Ray Winstone) escapam por pouco de um encontro com agentes soviéticos, em um campo de pouso remoto. Agora Indiana está de volta à sua casa na Universidade Marshall, mas seu amigo e reitor da escola, Dean Stanforth (Jim Broadbent), explica que suas ações recentes o tornaram alvo de suspeita e que o governo está pressionando para que o demita. Ao deixar a cidade Indiana conhece o rebelde jovem Mutt Williams (Shia LaBeouf), que tem uma proposta: caso o ajude em uma missão Indiana pode deparar-se com a caveira de cristal de Akator. Agentes soviéticos também estão em busca do artefato, entre eles a fria e bela Irina Spalko (Cate Blanchett), cujo esquadrão de elite está cruzando o globo atrás da Caveira de Cristal."
"11","10","15","Repentinamente, em uma escola de uma pequena cidade no Ohio, os professores começam a agir estranhamente. Dois estudantes escondidos em um armário testemunham dois professores matando a enfermeira do colégio, mas logo a vítima aparece viva e eles logo concluem que algum alienígena está se apossando do corpos. Assim, o medo toma conta deles e de seus amigos, pois qualquer um pode ser dominado por este ser que ninguém sabe de onde veio, mas parece ter um objetivo definido: possuir todos os terrestres que surjam na sua frente."
"7","14","0","Erudito professor universitário britânico vai trabalhar nos Estados Unidos e lá fica tão obcecado por uma ninfeta de 14 anos que casa sua mãe, para estar próximo dela. Porém, quando a esposa morre atropelada ele acredita ser o momento adequado para seduzir a enteada, mas algo acontece que pode prejudicar seus planos."
"2","3","9","Rodney Lataria (Reynaldo Gianecchini) é um robô que tem um dom para inventar máquinas, que trabalha com seu pai lavando pratos. Sonhando em conhecer seu ídolo, o Grande Soldador (José Santa Cruz), Rodney decide partir em uma viagem rumo a Robópolis. Porém, ao chegar na cidade, ele percebe que sua busca será mais difícil do que imaginava. Logo Rodney se torna amigo dos Enferrujados, um grupo de robôs de rua que sabe se virar e que acaba por abrigá-lo. Tentando encontrar o Grande Soldador e mantendo seu ideal em fazer um mundo melhor, ele enfrenta situações que podem pôr em risco a própria existência de Robópolis."
"0","0","0","Claire Kubik (Ashley Judd) é uma promotora de sucesso que tem um casamento feliz com Tom Chapman (James Caviezel), até que é surpreendida com a revelação de que seu marido tem um passado escondido como integrante do exército norte-americano. Tom é acusado de ter participado em um massacre em El Salvador, sendo preso por esta acusação até que seu julgamento na corte militar ocorra. Ainda atordoada com o ocorrido e em dúvida sobre seu marido, Claire decide defendê-lo no julgamento e para tanto recebe a ajuda de Charles Grimes (Morgan Freeman), um promotor militar."
"5","11","0","Adam (John Cusack) foi abandonado por sua namorada. Lou (Rob Corddry) adora uma festa, mas não consegue encontrá-la. Nicky (Craig Robinson) tem sua vida controlada pela esposa. Jacob (Clark Duke) é fanático por videogame e, por causa disto, raramente sai de casa. Eles são amigos e, após uma noite de muita bebedeira, acabam na banheira de hidromassagem de um resort de esqui. Sem saber como, eles acordam em pleno 1986. É a chance que têm para apagar erros do passado e criar um novo futuro."
"5","7","0","Darren Hill (Cuba Gooding Jr.) é um produtor de hip hop que acaba de perder o emprego. Cheio de dívidas a pagar, sua salvação surge quando descobre que sua tia Sally (Ann Nesby) faleceu e lhe deixou uma herança milionária. Porém, para receber o dinheiro, há uma condição: Darren precisa se tornar o líder do coro da igreja e concorrer ao Prêmio Gospel."
"5","7","0","Charlie Kaufman (Nicolas Cage) precisa de qualquer maneira adaptar para o cinema o romance 'The Orchid Thief', de Susan Orlean (Meryl Streep). O livro conta a história de John Laroche (Chris Cooper), um fornecedor de plantas que clona orquídeas raras para vendê-las a colecionadores. Porém, além das dificuldades naturais da adaptação de um livro em roteiro de cinema, Charlie precisa lidar também com sua baixa auto-estima, sua frustração sexual e ainda Donald, seu irmão gêmeo que vive como um parasita em sua vida e sonha em também se tornar um roteirista."
"13","0","0","Justin Pendleton (Michael Pitt) e Richard Haywood (Ryan Gosling) são dois estudantes brilhantes que decidem praticar um crime perfeito. Após cometerem seu primeiro assassinato a detetive Cassie Mayweather (Sandra Bullock) e seu parceiro Sam Kennedy (Ben Chaplin) são encarregados de solucionar o caso. Durantes as investigações para descobrir o autor dos crimes, a dupla descobre detalhes sobre o passado dos estudantes que podem explicar o porquê deles terem cometido tais assassinatos."
"1","0","0","Keung  (Jackie Chan) é um perito em artes marciais de Hong Kong que viaja para o casamento do seu tio em Nova York. Durante sua estada no Bronx, ele compra briga com motoqueiros e mafiosos, causando um verdadeiro terremoto de pancadaria na cidade. Para piorar, os policiais não conseguem controlar a situação e o lutador vai ter que resolver a situação pelas próprias mãos."
"1","11","0","O juiz Dredd (Karl Urban) vive na megalópole Mega City Um, um oásis de civilização na Terra Maldita, cerca de 120 anos no futuro. Bastante temido pelos infratores da lei, ele acumula os cargos de polícia, de juiz e ainda tem o poder de executar suas sentenças. Um dia, ele é encarregado de treinar uma candidata a juíza com poderes mediúnicos (Olivia Thirlby), e neste primeiro dia de teste os dois enfrentam a maior e mais perigosa traficante de drogas do local (Lena Headey)."
"7","0","0","A história gira em torno de Jill (Amanda Seyfried), uma jovem que escapou de um  serial killer há dois anos e que agora acredita que o mesmo sujeito  raptou sua irmã mais nova. Ela terá que lutar contra a desconfiança das  pessoas que não acreditam que tenha sido sequestrada em primeiro lugar."
"1","12","0","O dia estava tranquilo até um grupo de pára-quedistas aterrissar no campo de futebol de um colégio. Era o início de uma invasão da Coreia do Norte ao território americano, o que gera pânico nos habitantes da cidade. Decididos a defender o local, oito jovens se escondem nas montanhas e, adotando o nome de sua equipe de futebol, The Wolverine, planejam como revidar à invasão das forças militares inimigas."
"5","0","0","Lenny (Adam Sandler), Eric (Kevin James), Kurt (Chris Rock) e Marcus (David Spade) voltam a morar na mesma cidade. Lá, suas vidas seguem o curso natural dos adultos, seja pela existência dos problemas com as esposas para uns, com os filhos para outros, ou tudo junto e misturado. A coisa dá uma complicada quando os marmanjos pretendiam matar a saudade num dia de folga e acabam encarando os jovens da região, que agora dominam o lugar. É quando eles acabam tendo que enfrentar alguns fantasmas do passado, entre eles a covardia diante de valentões e o famigerado bullyng na escola. Mas algumas surpresas estão para acontecer, como a chegada de um filho rebelde para Marcus domar, uma possível gravidez e uma festa de arromba, que não vai deixar pedra sobre pedra."
"6","14","0","Após se formar na faculdade, Benjamin Braddock (Dustin Hoffman) retorna para casa. Indeciso quanto ao seu futuro, ele acaba sendo seduzido pela Sra. Robinson (Anne Bancroft), uma amiga de seus pais. A relação se complica ainda mais quando o rapaz se apaixona pela filha dela, Elaine (Katharine Ross)."
"7","0","0","1970. Mauro (Michel Joelsas) é um garoto mineiro de 12 anos, que adora futebol e jogo de botão. Um dia, sua vida muda completamente, já que seus pais saem de férias de forma inesperada e sem motivo aparente para ele. Na verdade, os pais de Mauro foram obrigados a fugir da perseguição política, tendo que deixá-lo com o avô paterno (Paulo Autran). Porém o avô enfrenta problemas, o que faz com que Mauro tena quhe ficar com Shlomo (Germano Haiut), um velho judeu solitário que é vizinho do avô de Mauro."
"7","14","0","O jovem jornalista Ismaël (Louis Garrel) namora Julie (Ludivine Sagnier), que convida sua amiga Alice (Clotilde Hesme) para morar com o casal. Os três passam a andar juntos pela cidade de Paris, festejar e dividir momentos de intimidade na cama. Apesar de todo entusiasmo, o relacionamento à três vai gerar algumas crises de ciúmes. A vida de cada vértice deste triângulo amoroso vai mudar radicalmente após uma tragédia."
"13","1","0","Nick Cassidy (Sam Worthington) é um ex-policial procurado pela justiça que decide se matar pulando do alto de um prédio de Nova York. A polícia da cidade se mobiliza e convoca a psicóloga Lydia Mercer (Elizabeth Banks) para impedir que o sujeito se suicide. A medida que conversa com Nick vai avançando, percebe-se que a situação não passa de um jogo de cena para acobertar um plano de vingança contra David Englander (Ed Harris), o homem que acabou com a vida do ex-policial."
"1","5","0","Sing (Stephen Chow) é um devoto do kung fu Shaolin que possui um poderoso chute. Após ser descoberto por um técnico de futebol, Sing entra em um time formado por mestres do kung fu. O objetivo é ganhar um atraente prêmio em dinheiro oferecido por um campeonato local de futebol. A mistura entre futebol e artes marciais faz sucesso e eles conseguem chegar até a final da competição, na qual precisarão enfrentar o temido Team Evil."
"7","0","0","André (Selton Mello) é um filho desgarrado, que saiu de casa devido à severa lei paterna e o sufocamento da ternura materna. Pedro (Leonardo Medeiros), seu irmão mais velho, recebe de sua mãe a missão de trazê-lo de volta ao lar. Cedendo aos apelos da mãe e de Pedro, André resolve voltar para a casa dos seus pais, mas irá quebrar definitivamente os alicerces da família ao se apaixonar por sua bela irmã Ana (Simone Spoladore)."
"3","1","0","Auxiliado pelo dr. Baxter Stockman (Tyler Perry), o Clã do Pé planeja libertar o vilão Destruidor (Brian Tee) exatamente quando ele é transferido para a prisão. Após o plano de resgate ser descoberto por April O'Neal (Megan Fox), as tartarugas ninja entram em ação para impedi-lo - só que fracassam graças à iniciativa de Krang, um ser alienígena que planeja invadir a Terra. Para enfrentá-los, as tartarugas contam com a ajuda de um novo combatente: Casey Jones (Stephen Amell), um policial que estava no camburão que conduzia o Destruidor quando conseguiu escapar."
"7","1","0","O jornalista Fernando (Pedro Cardoso) e seu amigo César (Selton Mello) abraçam a luta armada contra a ditadura militar no final da década de 60. Os dois alistam num grupo guerrilheiro de esquerda. Em uma das ações do grupo militante, César é ferido e capturado pelos militares. Fernando então planeja o sequestro do embaixador dos Estados Unidos no Brasil, Charles Burke Elbrick (Alan Arkin), para negociar a liberdade de César e de outros companheiros presos."
"5","0","0","Todo Natal Brad (Vince Vaughn) e Kate (Reese Whiterspoon) seguem uma tradição criada desde quando se conheceram: livram-se das neuroses de suas famílias e viajam para algum local exótico e ensolarado, onde possam passar as férias. Só que neste ano eles não podem seguir o plano, já que um nevoeiro cancela todos os vôos do aeroporto de San Francisco. Para piorar eles são filmados por uma equipe local de notícias, o que faz com que suas famílias saibam onde estão. Sem terem como escapar, eles são obrigados a passar o Natal com suas famílias. Quatro vezes, já que precisam lidar com o pai e a mãe de cada um deles."
"5","14","0","Um famoso fotógrafo de modas, Dick Avery (Fred Astaire), trabalha para a Quality Magazine, uma conceituada revista feminina. Dick cumpre as determinações da editora da revista, Maggie Prescott (Kay Thompson), que não está satisfeita com os últimos resultados e tenta encontrar um 'novo rosto'. Dick o acha em Jo Stockton (Audrey Hepburn), uma balconista de uma livraria no Greenwich Village onde um ensaio fotográfico ocorrera recentemente. Após certa resistência, Maggie aceita Jo como a modelo que irá à Paris para fotografar e ser o símbolo da Quality. Jo só concorda pois lá poderá conhecer Emile Flostre (Michel Auclair), um intelectual cujas idéias ela idolatra. Entretanto, ao chegarem em Paris as coisas não correm como o planejado."
"5","11","3","Os amigos Graeme Willy (Simon Pegg) e Clive Gollings (Nick Frost) tinham programado a viagem dos sonhos para qualquer apaixonado pelo tema 'discos voadores': uma visita a famosa e sempre negada pelo exército Area 51. Só que no meio do caminho eles encontraram Paul ( Seth Rogen), um alienígena que escapou da base militar e precisa encontrar sua nave mãe para retornar ao seu planeta em segurança. Começa então uma insana aventura do trio para escapar da garras do Agente Zoil (Jason Bateman) e seus asseclas."
"7","4","0","Cinebiografia de Jesse Owens (Stephan James), atleta negro americano que ganhou quatro medalhas de ouro nas Olimpíadas de Berlim, em 1936, superando corredores arianos em pleno regime nazista de Adolf Hitler.Classificação indicativa a definir por http://www.culturadigital.br/classind"
"5","3","0","Garoto (Macaulay Culkin) se vê novamente sozinho, quando em virtude de uma confusão no aeroporto que fez com que ele ao invés de embarcar com a família para a Flórida partisse sozinho para Nova York. Mas como tinha o cartão de crédito do pai (John Heard), ele se hospeda no melhor hotel da cidade, mas também encontra os dois ladrões que tinha enfrentado no passado e que agora planejam se vingar dele."
"7","0","0","Século XVII. Dois padres jesuítas portugueses, Sebastião Rodrigues (Andrew Garfield) e Francisco Garupe (Adam Driver), viajam até o Japão em uma época onde o catolicismo foi banido. À procura do mentor deles, padre Ferreira (Liam Neeson) os jesuítas enfrentam a violência e perseguição de um governo que deseja expurgar todas as influências externas."
"13","7","0","Quando Leonard Vole (Tyrone Power) é preso sob a acusação de ter assassinado uma rica viúva de meia-idade, Sir Wilfrid Robarts (Charles Laughton), um veterano e astuto advogado, concorda em defendê-lo. Sir Wilfrid está se recuperando de um ataque do coração quase fatal e 'supostamente' está em uma dieta, que o proíbe de ingerir bebidas alcoólicas e de se envolver em casos complicados. Mas a atração pelas cortes criminais é algo muito forte para ele, especialmente quando o caso é bem difícil. O único álibi de Vole é o testemunho da sua esposa, Christine Vole (Marlene Dietrich), uma mulher fria e calculista. A tarefa de Sir Wilfrid fica praticamente impossível quando Christine Vole concorda em ser testemunha, não da defesa, mas da acusação."
"2","0","0","Todo o reino comemora quando nasce a princesa Aurora (Mary Costa/ Maria Alice Barreto), filha dos reis Estevão (Taylor Holmes/ Roberto de Cleto) e Leah (Verna Felton/ Selma Lopes). Três fadas, Fauna (Barbara Jo Allen/ Nádia Maria), Flora (Verna Felton/ Nancy Wanderley) e Primavera (Barbara Luddy/ Joyce de Oliveira), dão presentes mágicos à recém nascida. Em meio à festa surge Malévola (Eleanor Audley/ Heloísa Helena), que amaldiçoa Aurora dizendo que ela morrerá quando completar 16 anos, ao espetar o dedo em uma roca. Primavera consegue fazer um feitiço no bebê, de forma que Aurora desperte do sono eterno ao receber um beijo de amor. Para protegê-la, as fadas passam a cuidar dela como se fosse sua filha, recebendo o nome de Briar Rose. Ao completar 16 anos Aurora conhece o príncipe Filipe (Bill Shirley/ Maurício Sherman), por quem se apaixona. Só que Malévola sequestra o príncipe e, como havia previsto, faz com que Aurora espete o dedo e caia em sono profundo."
"8","0","0","A turnê Roger Waters The Wall, que rodou o mundo entre os anos de 2010 e 2013, filmada detalhadamente em três cidades. A megaestrutura, que inclui um cenário faraônico que relembra os clássicos dos anos 1970, provoca as mais diversas sensações nos fãs. Paralelamente, o próprio Roger Wates embarca em uma viagem pessoal ao visitar os túmulos do pai e do avô, mortos na Segunda e na Primeira Guerra Mundial, respectivamente."
"7","0","0","Inglaterra, governo da rainha Elizabeth I (Joely Richardson/Vanessa Redgrave). William Shakespeare (Rafe Spall) é um dos dramaturgos mais celebrados de sua época, autor de obras incensadas como 'Othello' e 'Romeu e Julieta'. Sua origem humilde e o fato de jamais ter publicado algo além das peças teatrais sempre despertou dúvidas sobre se seria realmente o autor do trabalhos atribuídos a ele. Um dos principais candidatos a ser o verdadeiro autor das obras é o Conde de Oxford (Rhys Ifans), que viajou por todas as cidades descritas nas peças de Shakespeare e cuja vida é bastante parecida com a descrita em 'Hamlet'."
